"module name","license","repository"
"@babel/plugin-bugfix-safari-rest-destructuring-rhs-array@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-bugfix-v8-static-class-fields-redefine-readonly@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-private-property-in-object@7.21.0-placeholder-for-preset-env.2","MIT","https://github.com/babel/babel-plugin-proposal-private-property-in-object"
"@babel/plugin-syntax-import-assertions@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-import-attributes@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-unicode-sets-regex@7.18.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-arrow-functions@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-async-generator-functions@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-async-to-generator@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoped-functions@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoping@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-class-properties@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-class-static-block@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-classes@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-computed-properties@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-destructuring@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-dotall-regex@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-duplicate-keys@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-duplicate-named-capturing-groups-regex@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-dynamic-import@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-explicit-resource-management@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-exponentiation-operator@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-export-namespace-from@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-for-of@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-function-name@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-json-strings@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-literals@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-logical-assignment-operators@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-member-expression-literals@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-amd@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-commonjs@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-systemjs@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-umd@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-named-capturing-groups-regex@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-new-target@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-nullish-coalescing-operator@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-numeric-separator@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-object-rest-spread@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-object-super@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-optional-catch-binding@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-optional-chaining@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-parameters@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-private-methods@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-private-property-in-object@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-property-literals@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-regenerator@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-regexp-modifiers@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-reserved-words@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-shorthand-properties@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-spread@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-sticky-regex@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-template-literals@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typeof-symbol@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-escapes@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-property-regex@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-regex@7.29.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-sets-regex@7.29.7","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.29.7","MIT","https://github.com/babel/babel"
"@babel/preset-modules@0.1.6-no-external-plugins","MIT","https://github.com/babel/preset-modules"
"@babel/runtime@7.29.7","MIT","https://github.com/babel/babel"
"@babel/template@7.29.7","MIT","https://github.com/babel/babel"
"@babel/traverse@7.29.7","MIT","https://github.com/babel/babel"
"@babel/types@7.29.7","MIT","https://github.com/babel/babel"
"@bramus/specificity@2.4.2","MIT","https://github.com/bramus/specificity"
"@csstools/color-helpers@6.0.2","MIT-0","https://github.com/csstools/postcss-plugins"
"@csstools/css-calc@3.2.1","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-color-parser@4.1.1","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-parser-algorithms@4.0.0","MIT","https://github.com/csstools/postcss-plugins"
"@csstools/css-syntax-patches-for-csstree@1.1.5","MIT-0","https://github.com/csstools/postcss-plugins"
"@csstools/css-tokenizer@4.0.0","MIT","https://github.com/csstools/postcss-plugins"
"@emnapi/core@1.10.0","MIT","https://github.com/toyobayashi/emnapi"
"@emnapi/runtime@1.10.0","MIT","https://github.com/toyobayashi/emnapi"
"@emnapi/wasi-threads@1.2.1","MIT","https://github.com/toyobayashi/emnapi"
"@exodus/bytes@1.15.1","MIT","https://github.com/ExodusOSS/bytes"
"@jridgewell/gen-mapping@0.3.13","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/remapping@2.3.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/source-map@0.3.11","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/sourcemap-codec@1.5.5","MIT","https://github.com/jridgewell/sourcemaps"
"@jridgewell/trace-mapping@0.3.31","MIT","https://github.com/jridgewell/sourcemaps"
"@napi-rs/wasm-runtime@1.1.4","MIT","https://github.com/napi-rs/napi-rs"
"@oxc-project/types@0.132.0","MIT","https://github.com/oxc-project/oxc"
"@rolldown/binding-darwin-arm64@1.0.2","MIT","https://github.com/rolldown/rolldown"
"@rolldown/pluginutils@1.0.1","MIT","https://github.com/rolldown/plugins"
"@rollup/plugin-babel@6.1.0","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-node-resolve@16.0.3","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-replace@6.0.3","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-terser@1.0.0","MIT","https://github.com/rollup/plugins"
"@rollup/pluginutils@5.4.0","MIT","https://github.com/rollup/plugins"
"@rollup/rollup-darwin-arm64@4.61.1","MIT","https://github.com/rollup/rollup"
"@standard-schema/spec@1.1.0","MIT","https://github.com/standard-schema/standard-schema"
"@sveltejs/acorn-typescript@1.0.10","MIT","https://github.com/sveltejs/acorn-typescript"
"@sveltejs/vite-plugin-svelte@7.1.2","MIT","https://github.com/sveltejs/vite-plugin-svelte"
"@tailwindcss/node@4.3.0","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/oxide-darwin-arm64@4.3.0","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/oxide@4.3.0","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/vite@4.3.0","MIT","https://github.com/tailwindlabs/tailwindcss"
"@testing-library/dom@10.4.1","MIT","https://github.com/testing-library/dom-testing-library"
"@testing-library/svelte-core@1.0.0","MIT","https://github.com/testing-library/svelte-testing-library"
"@testing-library/svelte@5.3.1","MIT","https://github.com/testing-library/svelte-testing-library"
"@trickfilm400/rollup-plugin-off-main-thread@3.0.0-pre1","Apache-2.0","https://github.com/Trickfilm400/rollup-plugin-off-main-thread"
"@tybys/wasm-util@0.10.2","MIT","https://github.com/toyobayashi/wasm-util"
"@types/aria-query@5.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/chai@5.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/deep-eql@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/estree@1.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/resolve@1.20.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/trusted-types@2.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@vitest/expect@4.1.8","MIT","https://github.com/vitest-dev/vitest"
"@vitest/mocker@4.1.8","MIT","https://github.com/vitest-dev/vitest"
"@vitest/pretty-format@4.1.8","MIT","https://github.com/vitest-dev/vitest"
"@vitest/runner@4.1.8","MIT","https://github.com/vitest-dev/vitest"
"@vitest/snapshot@4.1.8","MIT","https://github.com/vitest-dev/vitest"
"@vitest/spy@4.1.8","MIT","https://github.com/vitest-dev/vitest"
"@vitest/utils@4.1.8","MIT","https://github.com/vitest-dev/vitest"
"acorn@8.16.0","MIT","https://github.com/acornjs/acorn"
"ajv@8.20.0","MIT","https://github.com/ajv-validator/ajv"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"aria-query@5.3.0","Apache-2.0","https://github.com/A11yance/aria-query"
"aria-query@5.3.1","Apache-2.0","https://github.com/A11yance/aria-query"
"array-buffer-byte-length@1.0.2","MIT","https://github.com/inspect-js/array-buffer-byte-length"
"arraybuffer.prototype.slice@1.0.4","MIT","https://github.com/es-shims/ArrayBuffer.prototype.slice"
"assertion-error@2.0.1","MIT","https://github.com/chaijs/assertion-error"
"async-function@1.0.0","MIT","https://github.com/ljharb/async-function"
"async@3.2.6","MIT","https://github.com/caolan/async"
"at-least-node@1.0.0","ISC","https://github.com/RyanZim/at-least-node"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays"
"axobject-query@4.1.0","Apache-2.0","https://github.com/A11yance/axobject-query"
"babel-plugin-polyfill-corejs2@0.4.17","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-corejs3@0.14.2","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-regenerator@0.6.8","MIT","https://github.com/babel/babel-polyfills"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@4.0.4","MIT","https://github.com/juliangruber/balanced-match"
"baseline-browser-mapping@2.10.33","Apache-2.0","https://github.com/web-platform-dx/baseline-browser-mapping"
"bidi-js@1.0.3","MIT","https://github.com/lojjic/bidi-js"
"brace-expansion@2.1.1","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@5.0.6","MIT","https://github.com/juliangruber/brace-expansion"
"browserslist@4.28.2","MIT","https://github.com/browserslist/browserslist"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bind@1.0.9","MIT","https://github.com/ljharb/call-bind"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"caniuse-lite@1.0.30001793","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chai@6.2.2","MIT","https://github.com/chaijs/chai"
"clsx@2.1.1","MIT","https://github.com/lukeed/clsx"
"commander@2.20.3","MIT","https://github.com/tj/commander.js"
"common-tags@1.8.2","MIT","https://github.com/zspecza/common-tags"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"core-js-compat@3.49.0","MIT","https://github.com/zloirock/core-js"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"crypto-random-string@2.0.0","MIT","https://github.com/sindresorhus/crypto-random-string"
"css-tree@3.2.1","MIT","https://github.com/csstree/csstree"
"data-urls@7.0.0","MIT","https://github.com/jsdom/data-urls"
"data-view-buffer@1.0.2","MIT","https://github.com/inspect-js/data-view-buffer"
"data-view-byte-length@1.0.2","MIT","https://github.com/inspect-js/data-view-byte-length"
"data-view-byte-offset@1.0.1","MIT","https://github.com/inspect-js/data-view-byte-offset"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"decimal.js@10.6.0","MIT","https://github.com/MikeMcl/decimal.js"
"deepmerge@4.3.1","MIT","https://github.com/TehShrike/deepmerge"
"define-data-property@1.1.4","MIT","https://github.com/ljharb/define-data-property"
"define-properties@1.2.1","MIT","https://github.com/ljharb/define-properties"
"dequal@2.0.3","MIT","https://github.com/lukeed/dequal"
"detect-libc@2.1.2","Apache-2.0","https://github.com/lovell/detect-libc"
"devalue@5.8.1","MIT","https://github.com/sveltejs/devalue"
"dom-accessibility-api@0.5.16","MIT","https://github.com/eps1lon/dom-accessibility-api"
"dunder-proto@1.0.1","MIT","https://github.com/es-shims/dunder-proto"
"ejs@3.1.10","Apache-2.0","https://github.com/mde/ejs"
"electron-to-chromium@1.5.368","ISC","https://github.com/Kilian/electron-to-chromium"
"enhanced-resolve@5.22.0","MIT","https://github.com/webpack/enhanced-resolve"
"entities@8.0.0","BSD-2-Clause","https://github.com/fb55/entities"
"es-abstract@1.24.2","MIT","https://github.com/ljharb/es-abstract"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-module-lexer@2.1.0","MIT","https://github.com/guybedford/es-module-lexer"
"es-object-atoms@1.1.2","MIT","https://github.com/ljharb/es-object-atoms"
"es-set-tostringtag@2.1.0","MIT","https://github.com/es-shims/es-set-tostringtag"
"es-to-primitive@1.3.0","MIT","https://github.com/ljharb/es-to-primitive"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"esm-env@1.2.2","MIT","https://github.com/benmccann/esm-env"
"esrap@2.2.9","MIT","https://github.com/sveltejs/esrap"
"estree-walker@2.0.2","MIT","https://github.com/Rich-Harris/estree-walker"
"estree-walker@3.0.3","MIT","https://github.com/Rich-Harris/estree-walker"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"eta@4.6.0","MIT","https://github.com/bgub/eta"
"expect-type@1.3.0","Apache-2.0","https://github.com/mmkal/expect-type"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-uri@3.1.2","BSD-3-Clause","https://github.com/fastify/fast-uri"
"fdir@6.5.0","MIT","https://github.com/thecodrr/fdir"
"filelist@1.0.6","Apache-2.0","https://github.com/mde/filelist"
"for-each@0.3.5","MIT","https://github.com/Raynos/for-each"
"foreground-child@3.3.1","ISC","https://github.com/tapjs/foreground-child"
"frontend@0.0.0","UNLICENSED",""
"fs-extra@9.1.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fsevents@2.3.3","MIT","https://github.com/fsevents/fsevents"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"function.prototype.name@1.1.8","MIT","https://github.com/es-shims/Function.prototype.name"
"functions-have-names@1.2.3","MIT","https://github.com/inspect-js/functions-have-names"
"generator-function@2.0.1","MIT","https://github.com/TimothyGu/generator-function"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-intrinsic@1.3.0","MIT","https://github.com/ljharb/get-intrinsic"
"get-own-enumerable-property-symbols@3.0.2","ISC","https://github.com/mightyiam/get-own-enumerable-property-symbols"
"get-proto@1.0.1","MIT","https://github.com/ljharb/get-proto"
"get-symbol-description@1.1.0","MIT","https://github.com/inspect-js/get-symbol-description"
"glob@11.1.0","BlueOak-1.0.0","https://github.com/isaacs/node-glob"
"globalthis@1.0.4","MIT","https://github.com/ljharb/System.global"
"gopd@1.2.0","MIT","https://github.com/ljharb/gopd"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"has-bigints@1.1.0","MIT","https://github.com/ljharb/has-bigints"
"has-property-descriptors@1.0.2","MIT","https://github.com/inspect-js/has-property-descriptors"
"has-proto@1.2.0","MIT","https://github.com/inspect-js/has-proto"
"has-symbols@1.1.0","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.2","MIT","https://github.com/inspect-js/has-tostringtag"
"hasown@2.0.4","MIT","https://github.com/inspect-js/hasOwn"
"html-encoding-sniffer@6.0.0","MIT","https://github.com/jsdom/html-encoding-sniffer"
"html5-qrcode@2.3.8","Apache-2.0","https://github.com/mebjas/html5-qrcode"
"idb@7.1.1","ISC","https://github.com/jakearchibald/idb"
"idb@8.0.3","ISC","https://github.com/jakearchibald/idb"
"internal-slot@1.1.0","MIT","https://github.com/ljharb/internal-slot"
"is-array-buffer@3.0.5","MIT","https://github.com/inspect-js/is-array-buffer"
"is-async-function@2.1.1","MIT","https://github.com/inspect-js/is-async-function"
"is-bigint@1.1.0","MIT","https://github.com/inspect-js/is-bigint"
"is-boolean-object@1.2.2","MIT","https://github.com/inspect-js/is-boolean-object"
"is-callable@1.2.7","MIT","https://github.com/inspect-js/is-callable"
"is-core-module@2.16.2","MIT","https://github.com/inspect-js/is-core-module"
"is-data-view@1.0.2","MIT","https://github.com/inspect-js/is-data-view"
"is-date-object@1.1.0","MIT","https://github.com/inspect-js/is-date-object"
"is-finalizationregistry@1.1.1","MIT","https://github.com/inspect-js/is-finalizationregistry"
"is-generator-function@1.1.2","MIT","https://github.com/inspect-js/is-generator-function"
"is-map@2.0.3","MIT","https://github.com/inspect-js/is-map"
"is-module@1.0.0","MIT","https://github.com/component/is-module"
"is-negative-zero@2.0.3","MIT","https://github.com/inspect-js/is-negative-zero"
"is-number-object@1.1.1","MIT","https://github.com/inspect-js/is-number-object"
"is-obj@1.0.1","MIT","https://github.com/sindresorhus/is-obj"
"is-potential-custom-element-name@1.0.1","MIT","https://github.com/mathiasbynens/is-potential-custom-element-name"
"is-reference@3.0.3","MIT","https://github.com/Rich-Harris/is-reference"
"is-regex@1.2.1","MIT","https://github.com/inspect-js/is-regex"
"is-regexp@1.0.0","MIT","https://github.com/sindresorhus/is-regexp"
"is-set@2.0.3","MIT","https://github.com/inspect-js/is-set"
"is-shared-array-buffer@1.0.4","MIT","https://github.com/inspect-js/is-shared-array-buffer"
"is-stream@2.0.1","MIT","https://github.com/sindresorhus/is-stream"
"is-string@1.1.1","MIT","https://github.com/inspect-js/is-string"
"is-symbol@1.1.1","MIT","https://github.com/inspect-js/is-symbol"
"is-typed-array@1.1.15","MIT","https://github.com/inspect-js/is-typed-array"
"is-weakmap@2.0.2","MIT","https://github.com/inspect-js/is-weakmap"
"is-weakref@1.1.1","MIT","https://github.com/inspect-js/is-weakref"
"is-weakset@2.0.4","MIT","https://github.com/inspect-js/is-weakset"
"isarray@2.0.5","MIT","https://github.com/juliangruber/isarray"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"jackspeak@4.2.3","BlueOak-1.0.0","https://github.com/isaacs/jackspeak"
"jake@10.9.4","Apache-2.0","https://github.com/jakejs/jake"
"jiti@2.7.0","MIT","https://github.com/unjs/jiti"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"jsdom@29.1.1","MIT","https://github.com/jsdom/jsdom"
"jsesc@3.1.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-schema-traverse@1.0.0","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"jsonfile@6.2.1","MIT","https://github.com/jprichardson/node-jsonfile"
"jsonpointer@5.0.1","MIT","https://github.com/janl/node-jsonpointer"
"leven@3.1.0","MIT","https://github.com/sindresorhus/leven"
"lightningcss-darwin-arm64@1.32.0","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"lightningcss@1.32.0","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"locate-character@3.0.0","MIT","git+https://gitlab.com/Rich-Harris/locate-character"
"lodash.debounce@4.0.8","MIT","https://github.com/lodash/lodash"
"lodash.sortby@4.7.0","MIT","https://github.com/lodash/lodash"
"lru-cache@11.5.1","BlueOak-1.0.0","https://github.com/isaacs/node-lru-cache"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"lucide-svelte@1.0.1","ISC","https://github.com/lucide-icons/lucide"
"lz-string@1.5.0","MIT","https://github.com/pieroxy/lz-string"
"magic-string@0.30.21","MIT","https://github.com/Rich-Harris/magic-string"
"math-intrinsics@1.1.0","MIT","https://github.com/es-shims/math-intrinsics"
"mdn-data@2.27.1","CC0-1.0","https://github.com/mdn/data"
"minimatch@10.2.5","BlueOak-1.0.0","https://github.com/isaacs/minimatch"
"minimatch@5.1.9","ISC","https://github.com/isaacs/minimatch"
"minipass@7.1.3","BlueOak-1.0.0","https://github.com/isaacs/minipass"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"nanoid@3.3.12","MIT","https://github.com/ai/nanoid"
"node-releases@2.0.47","MIT","https://github.com/chicoxyzzy/node-releases"
"object-inspect@1.13.4","MIT","https://github.com/inspect-js/object-inspect"
"object-keys@1.1.1","MIT","https://github.com/ljharb/object-keys"
"object.assign@4.1.7","MIT","https://github.com/ljharb/object.assign"
"obug@2.1.1","MIT","https://github.com/sxzz/obug"
"own-keys@1.0.1","MIT","https://github.com/ljharb/own-keys"
"package-json-from-dist@1.0.1","BlueOak-1.0.0","https://github.com/isaacs/package-json-from-dist"
"parse5@8.0.1","MIT","https://github.com/inikulin/parse5"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-scurry@2.0.2","BlueOak-1.0.0","https://github.com/isaacs/path-scurry"
"pathe@2.0.3","MIT","https://github.com/unjs/pathe"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@4.0.4","MIT","https://github.com/micromatch/picomatch"
"possible-typed-array-names@1.1.0","MIT","https://github.com/ljharb/possible-typed-array-names"
"postcss@8.5.15","MIT","https://github.com/postcss/postcss"
"pretty-bytes@5.6.0","MIT","https://github.com/sindresorhus/pretty-bytes"
"pretty-bytes@6.1.1","MIT","https://github.com/sindresorhus/pretty-bytes"
"pretty-format@27.5.1","MIT","https://github.com/facebook/jest"
"punycode@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"react-is@17.0.2","MIT","https://github.com/facebook/react"
"reflect.getprototypeof@1.0.10","MIT","https://github.com/es-shims/Reflect.getPrototypeOf"
"regenerate-unicode-properties@10.2.2","MIT","https://github.com/mathiasbynens/regenerate-unicode-properties"
"regenerate@1.4.2","MIT","https://github.com/mathiasbynens/regenerate"
"regexp.prototype.flags@1.5.4","MIT","https://github.com/es-shims/RegExp.prototype.flags"
"regexpu-core@6.4.0","MIT","https://github.com/mathiasbynens/regexpu-core"
"regjsgen@0.8.0","MIT","https://github.com/bnjmnt4n/regjsgen"
"regjsparser@0.13.1","BSD-2-Clause","https://github.com/jviereck/regjsparser"
"require-from-string@2.0.2","MIT","https://github.com/floatdrop/require-from-string"
"resolve@1.22.12","MIT","https://github.com/browserify/resolve"
"rolldown@1.0.2","MIT","https://github.com/rolldown/rolldown"
"rollup@4.61.1","MIT","https://github.com/rollup/rollup"
"safe-array-concat@1.1.4","MIT","https://github.com/ljharb/safe-array-concat"
"safe-push-apply@1.0.0","MIT","https://github.com/ljharb/safe-push-apply"
"safe-regex-test@1.1.0","MIT","https://github.com/ljharb/safe-regex-test"
"saxes@6.0.0","ISC","https://github.com/lddubeau/saxes"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"serialize-javascript@7.0.5","BSD-3-Clause","https://github.com/yahoo/serialize-javascript"
"set-function-length@1.2.2","MIT","https://github.com/ljharb/set-function-length"
"set-function-name@2.0.2","MIT","https://github.com/ljharb/set-function-name"
"set-proto@1.0.0","MIT","https://github.com/ljharb/set-proto"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"side-channel-list@1.0.1","MIT","https://github.com/ljharb/side-channel-list"
"side-channel-map@1.0.1","MIT","https://github.com/ljharb/side-channel-map"
"side-channel-weakmap@1.0.2","MIT","https://github.com/ljharb/side-channel-weakmap"
"side-channel@1.1.0","MIT","https://github.com/ljharb/side-channel"
"siginfo@2.0.0","ISC","https://github.com/emilbayes/siginfo"
